gene,annot,Sample_ID,norm_expression,log2FoldChange,Date_Sampled,Location,Genotype,Replicate
Acropora_000386,outer dynein arm assembly,Acer_1089,991.642875859995,0.4690899022679577,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000386,outer dynein arm assembly,Acer_1090,703.3915140402328,0.4690899022679577,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000386,outer dynein arm assembly,Acer_1091,682.5244570073913,0.4690899022679577,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000386,outer dynein arm assembly,Acer_1092,643.2818882540256,0.4690899022679577,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000386,outer dynein arm assembly,Acer_1099,831.4519354899115,0.4690899022679577,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000386,outer dynein arm assembly,Acer_2263,617.5704816471728,0.4690899022679577,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000386,outer dynein arm assembly,Acer_2265,495.17840093974405,0.4690899022679577,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000386,outer dynein arm assembly,Acer_2266,455.9543162041203,0.4690899022679577,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000386,outer dynein arm assembly,Acer_2267,732.8003385639843,0.4690899022679577,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000386,outer dynein arm assembly,Acer_2268,485.4684712368718,0.4690899022679577,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000386,outer dynein arm assembly,Acer_2382,520.4708147480357,0.4690899022679577,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000386,outer dynein arm assembly,Acer_2384,244.55437060159798,0.4690899022679577,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000389,Lipoxygenase,Acer_1089,2.306146222930221,0.04428617063173869,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000389,Lipoxygenase,Acer_1090,0,0.04428617063173869,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000389,Lipoxygenase,Acer_1091,14.17263899796769,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000389,Lipoxygenase,Acer_1092,0,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000389,Lipoxygenase,Acer_1099,30.438510162443777,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000389,Lipoxygenase,Acer_2263,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000389,Lipoxygenase,Acer_2265,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000389,Lipoxygenase,Acer_2266,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000389,Lipoxygenase,Acer_2267,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000389,Lipoxygenase,Acer_2268,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000389,Lipoxygenase,Acer_2382,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000389,Lipoxygenase,Acer_2384,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_1089,2381.480332879275,0.4536897242804193,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_1090,1317.00272926343,0.4536897242804193,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_1091,838.423485985036,0.4536897242804193,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_1092,763.4454994026006,0.4536897242804193,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_1099,986.8485400034403,0.4536897242804193,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2263,765.2704473624906,0.4536897242804193,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2265,997.7752048898213,0.4536897242804193,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2266,525.238257161331,0.4536897242804193,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2267,1006.9168831201016,0.4536897242804193,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2268,1023.2677063715821,0.4536897242804193,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2382,852.841650832746,0.4536897242804193,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000437,La ribonucleoprotein domain family member 6,Acer_2384,354.52177214728295,0.4536897242804193,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1089,1218.4139211148001,2.1045097551387397,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1090,984.8831276244717,2.1045097551387397,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1091,1051.0130709545513,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1092,354.16643285895793,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1099,2379.0098732225792,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2263,137.54559307238975,2.1045097551387397,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2265,295.8088200370381,2.1045097551387397,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2266,397.8877752114103,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2267,276.8508741776247,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2268,305.1286079581665,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2382,188.09997866332515,2.1045097551387397,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2384,226.50002109409746,2.1045097551387397,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000669,G-protein coupled receptor activity,Acer_1089,63.03466342675937,0.2265432590195733,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000669,G-protein coupled receptor activity,Acer_1090,12.825756973862209,0.2265432590195733,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000669,G-protein coupled receptor activity,Acer_1091,39.53420352064671,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000669,G-protein coupled receptor activity,Acer_1092,28.91154553950677,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000669,G-protein coupled receptor activity,Acer_1099,1.6020268506549356,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000669,G-protein coupled receptor activity,Acer_2263,0,0.2265432590195733,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000669,G-protein coupled receptor activity,Acer_2265,23.182509407291388,0.2265432590195733,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000669,G-protein coupled receptor activity,Acer_2266,3.959082340412043,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000669,G-protein coupled receptor activity,Acer_2267,0,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000669,G-protein coupled receptor activity,Acer_2268,4.830532052108177,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000669,G-protein coupled receptor activity,Acer_2382,3.6524267701616533,0.2265432590195733,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000669,G-protein coupled receptor activity,Acer_2384,9.847827004091194,0.2265432590195733,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000713,calcium ion binding,Acer_1089,375.90183433762604,0.861555796429308,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000713,calcium ion binding,Acer_1090,308.49320721342264,0.861555796429308,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000713,calcium ion binding,Acer_1091,298.37134732563555,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000713,calcium ion binding,Acer_1092,204.18779037276656,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000713,calcium ion binding,Acer_1099,237.09997389693046,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000713,calcium ion binding,Acer_2263,86.77372985774923,0.861555796429308,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
