gene,annot,baseMean,log2FoldChange,lfcSE,pvalue,padj
Acropora_000386,outer dynein arm assembly,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482
Acropora_000389,Lipoxygenase,3.909774615278474,0.04428617063173869,0.43554229217424145,0.15659998887677112,0.5495443170331233
Acropora_000437,La ribonucleoprotein domain family member 6,984.4193757849281,0.4536897242804193,0.3633216194411081,0.08523175935195793,0.4272095146053177
Acropora_000447,snRNA transcription by RNA polymerase III,651.2756746657843,2.1045097551387397,0.4929246514543665,5.208036084087994e-7,3.985012407367109e-5
Acropora_000669,G-protein coupled receptor activity,15.948381157124539,0.2265432590195733,0.4916835343262075,0.1404720888348647,0.5228015761875751
Acropora_000713,calcium ion binding,198.30585771913704,0.861555796429308,0.4596153549686735,0.00934894280028173,0.13250832392798492
Acropora_000747,negative regulation of smooth muscle cell differentiation,20.275214318326828,0.12364514321975523,0.40323567860668247,0.5196744960701749,0.8492249067313477
Acropora_000753,negative regulation of smooth muscle cell differentiation,12.456951467257328,0.15135708964498218,0.4562321478933251,0.2187998083330191,0.6240887465572654
Acropora_000864,animal organ morphogenesis,13.442675859389228,0.08545294012139955,0.4426661427253468,NA,NA
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",213.64871118520617,0.511475268663525,0.39038638483282245,0.05717271059353747,0.35437644501764815
Acropora_001609,Pleckstrin homology domain.,248.94814530777782,0.09769039032201579,0.28716147231395983,0.6651903656936439,0.9015500982277822
Acropora_001615,medium-chain fatty acid-CoA ligase activity,1324.2691837323578,0.0957138098915913,0.23557783684417408,0.6354885755706902,0.8854756419576156
Acropora_001669,Proline-rich coiled-coil,2547.7029358245245,0.34883159811686554,0.21705657229364703,0.057743710001367375,0.3558316703085747
Acropora_001765,TCDD-inducible poly ADP-ribose polymerase,234.0090518798187,0.6417383695773857,0.396748872420449,0.02330684940398425,0.22302299457361208
Acropora_001960,SUMO transferase activity,429.27753326366053,0.665054436979343,0.40676904466389613,0.02207091383067159,0.21590954686656574
Acropora_001962,Sulfotransferase family,24.763848092202906,0.05622299479770401,0.4220593684656149,0.6066905132390357,0.8757019687125605
Acropora_002065,Outer dense fiber,664.964254834074,0.2935569504385685,0.24877934587422007,0.16623586079641792,0.5613201122739817
Acropora_002124,electron transfer activity,1268.7312268382911,0.18747272291683026,0.291568654804746,0.40473829747956,0.7845067616878068
Acropora_002205,Heme binding protein 2,6275.956702916506,0.4199736760801722,0.332099208084471,0.10077133943475117,0.4588481542641635
Acropora_002381,DNA-binding transcription factor activity,9.55117128429387,0.05406682971397886,0.4313467307485724,0.380622854805623,0.7673297276936699
Acropora_002501,5S rRNA binding,3621.3806582719053,0.17133796452616673,0.24870100956148672,0.3931514449899435,0.7772091506708382
Acropora_002551,inositol hexakisphosphate binding,5.699533343178982,0.24019080451802663,0.535899745522726,0.0029005816144370756,0.06364704799679069
Acropora_002556,prostaglandin catabolic process,24.130181347812535,0.2226350682429131,0.49026189808461124,0.10293522313307828,0.46227439870826037
Acropora_002713,Belongs to the cytochrome P450 family,923.158666644208,0.4374652840082708,0.29963250120571444,0.06309055054276798,0.36935224620407586
Acropora_002789,histone H3-S10 phosphorylation involved in chromosome condensation,19.401567236034204,0.20035978287570338,0.4714208360955666,0.16103265402712083,0.5563994030319085
Acropora_002837,"transposition, RNA-mediated",370.9114595932183,0.6792771530482503,0.3974903081732297,0.01205810864711528,0.153302845436286
Acropora_002961,Leucine Rich repeat,13.579421381064266,0.16701186898753492,0.46763259692636644,0.06948293338317083,0.3868345235049062
Acropora_002962,Ribosomal protein L4,4031.1522016759454,0.25076082055696336,0.22899918080378093,0.2134102736243775,0.6184007034481682
Acropora_003041,Lipopolysaccharide kinase (Kdo/WaaP) family,5.082454456510154,0.10480759217619934,0.4510846913239224,0.036543453424776474,0.28460195096248353
Acropora_003303,7 transmembrane receptor (rhodopsin family),69.38536006526533,0.2285691582390891,0.40773583039140127,0.32264575561048514,0.7235974895456434
Acropora_003365,potassium voltage-gated channel,45.495581248067026,0.2720165356543264,0.48009456245495963,0.20101747755715096,0.6061900564723652
Acropora_003425,Cytochrome c1,12.059807509099139,0.3048038881662554,0.5756283996561571,0.043361106108871936,0.3090876233322683
Acropora_003464,DNA replication factor,73.35486832646284,1.9922373009531626,1.7202014008081217,0.0021260134990708514,0.05247662092339505
Acropora_003499,"protein phosphatase 1, regulatory subunit",10.958072620060927,0.08607356848563887,0.4404131148810836,0.15124744990521516,0.5411088891018878
Acropora_003546,Dehydrogenase reductase SDR family member,844.5396435393517,0.2486080508199562,0.266638901794904,0.2460036387438056,0.6549989025412882
Acropora_003555,branched-chain amino acid transmembrane transporter activity,16.811622510063536,0.020596090739767942,0.4134807297255657,0.8715645797762702,0.9599372121422848
Acropora_003571,Laminin G domain,12.486589893480279,0.23223554165414506,0.5117538269365239,0.04448863237560156,0.31264974496243336
Acropora_003576,Golgi apparatus protein,973.7408080867767,0.5266463397314867,0.24448297980847175,0.01350872252368404,0.1643878346544086
Acropora_003621,peptide deformylase activity,374.0536666221489,0.28044162429233055,0.3128163316429259,0.2267666498650287,0.6339287033459643
Acropora_003739,zinc ion binding,167.07353886529472,0.4460532784040547,0.417965657850313,0.09699920979123319,0.4497709334148058
Acropora_003776,Belongs to the DHHC palmitoyltransferase family,286.66526617078796,0.183716205584331,0.28366952853017663,0.42258935317378166,0.7960464113829847
Acropora_003798,Transmembrane amino acid transporter protein,48.489291470361444,0.1617496252651924,0.41009111827025646,0.4237061027151939,0.7968398955918633
Acropora_004001,BLOC-2 complex binding,7.842082698193987,0.14360209136513014,0.46892731266701143,0.006075522177489767,0.10334866929649532
Acropora_004009,Protein phosphatase 1 regulatory,533.0459529597721,0.1275824612395606,0.2408822377788822,0.5326237380541812,0.8526807319161114
Acropora_004029,"Ulp1 protease family, C-terminal catalytic domain",2.529157836026516,0.075199912021092,0.44081384703799287,0.19576541041550974,0.5999691916015385
Acropora_004101,"GDP-mannose 4,6-dehydratase activity",116.52431166910594,0.18698809137694025,0.39805875616389863,0.3846379442826184,0.7703863157312141
Acropora_004262,GTP binding. It is involved in the biological process described with small GTPase mediated signal transduction,5.693951667466311,0.1280127967299839,0.45341942158441767,0.14777373330201082,0.5339320672156292
Acropora_004415,receptor-associated protein-like 2,1507.5587041593901,0.28833534294795193,0.24590855837758913,0.17440116335463568,0.5731192588465492
Acropora_004418,PQ loop repeat,3.6840888626391055,0.09988576890238533,0.4483800380083821,0.09916523861970453,0.45517817842033
Acropora_004489,RmlD substrate binding domain,96.15781281450438,0.35406842365821367,0.5869036281082954,0.08885236540605251,0.43510615587825474
Acropora_004634,Rab5-interacting protein (Rab5ip),22.711789192051533,0.21676545155517582,0.48463695809439167,0.10436397574743969,0.4648961119439118
Acropora_004829,Transcription factor,3.2580305429578944,0.06507829801429164,0.4371325598109493,0.22623840540158213,0.6330507323318486
Acropora_004834,"SRP-dependent cotranslational protein targeting to membrane, translocation",193.46627190933316,1.877710410587188,0.6958959731959301,6.895146750459711e-4,0.023554820925458412
Acropora_004941,metalloendopeptidase activity,694.9577258582408,0.7458094813885537,0.37691643924369456,0.008502356096222817,0.12593204000805452
Acropora_005382,calcium ion-regulated exocytosis of neurotransmitter,105.26523198076828,0.23612071162133813,0.40375336532498424,0.2859211522273968,0.6922721141905673
Acropora_005399,negative regulation of protein localization to centrosome,20.596310496902788,0.23319582507213504,0.504806931992042,0.06502992834052952,0.3743644070153304
Acropora_005465,"Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans",648.7819300757071,0.9533360422779056,0.3413257825193648,0.0010714026093733501,0.03240233655793785
Acropora_005469,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity,3.8815170786347957,0.08897542824339993,0.44417411898622894,0.0802145091114,0.41469161329693105
Acropora_005509,Yip1 domain family member 3,351.79803811550397,0.017027890465780494,0.26295545069418896,0.9366084558869273,0.9825086690845609
Acropora_005728,DDE superfamily endonuclease,28.361395614333716,0.18357013253601465,0.4480080986216,0.26721978284951103,0.6761524609112215
Acropora_005767,structural constituent of cuticle,62.025359506699246,0.04778165554289094,0.3586182971048257,0.8120986418972583,0.9389805642010454
Acropora_005785,Protein of unknown function (DUF1298),61.92730351644941,1.7573935343327276,0.9528805479615298,0.002590860103632954,0.05913833776542939
Acropora_005786,Protein of unknown function (DUF1298),1160.6133858736005,0.38241125292044825,0.31288141868689884,0.11184545944905057,0.4769129029684377
Acropora_006027,RNA recognition motif,3.7562267207879825,0.046420391124283894,0.43613238918678726,NA,NA
Acropora_006069,organic anion transmembrane transporter activity,22.23020311567696,0.27900274851926754,0.519198966500035,0.11380462223268406,0.4805753379378454
Acropora_006102,"Acyl-CoA dehydrogenase, N-terminal domain",9.320531815789758,0.1601407345811896,0.47801638767018306,0.003644438284213301,0.0743809766352825
Acropora_006117,regulation of protein catabolic process,906.1214562720087,0.5084355946639642,0.2899936991313311,0.027971500654705474,0.24702599556046537
Acropora_006154,Belongs to the AB hydrolase superfamily. Lipase family,12.901837520726723,0.1468447301898171,0.4607760487139763,0.10401702587209373,0.46434812669186987
Acropora_006244,cortical actin cytoskeleton organization,181.59759047020316,0.4634449429716741,0.49717937604237156,0.0957466987020199,0.44792893243128407
Acropora_006441,Belongs to the short-chain dehydrogenases reductases (SDR) family,5.079055365891935,0.029634046204870087,0.4321192221756406,NA,NA
