gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Acropora_000050,NA,1282.1603986888529,2.1025716302590953,0.39634944247215936,5.304843163509144,1.1276991042741907e-7,8.761419557701803e-6
Acropora_000052,NA,68.17191852740666,9.344794103609901,2.209957954264431,4.228494069571676,2.352607164856402e-5,0.0013573192148257072
Acropora_000100,NA,2232.660567346916,-0.9145155665551361,0.2649818904154473,-3.4512379888351186,5.580212751156093e-4,0.019753572237198296
Acropora_000125,NA,41.98651398721475,6.050471224900792,1.2660845150708193,4.778884152581516,1.7627071528321703e-6,1.2608826613224325e-4
Acropora_000157,NA,0.6187865206687908,20.022039678568976,3.283834560655045,6.097152371334769,1.0797459042832372e-9,1.0134954316041389e-7
Acropora_000223,NA,18.217288383406693,8.23040299584191,2.366394034717847,3.4780357265493396,5.051025984035496e-4,0.018285948169778767
Acropora_000227,endopeptidase inhibitor activity,15.519740418195013,5.752189011947207,1.6008857777301468,3.5931289364710843,3.267308095560378e-4,0.01305915975612803
Acropora_000261,zinc finger,1232.248501113274,0.9115266936431712,0.278874284825674,3.2685935679332068,0.0010808343402034166,0.032260183529754925
Acropora_000264,Belongs to the glycosyl hydrolase 18 family,877.555669649268,-2.4913237231696663,0.3433038858130445,-7.256905109796469,3.960473300987426e-13,6.846338179640263e-10
Acropora_000268,NA,0.7875464808511884,20.36962117969908,3.283241993846677,6.204118130151547,5.500445909632798e-10,7.17617924210206e-8
Acropora_000299,NA,15.191106250951734,-5.828553276138227,1.5715954904541536,-3.7086854165341965,2.08338072946681e-4,0.008957769140809594
Acropora_000355,NA,294.3413553026384,1.317087168123495,0.3507878586984538,3.7546543743285503,1.7358083540516188e-4,0.007693933439411705
Acropora_000447,snRNA transcription by RNA polymerase III,651.2756746657843,2.295569631192384,0.45742317563096796,5.018481252126946,5.208157488589999e-7,3.831135423521665e-5
Acropora_000464,Ribonuclease H protein,16.86245504861204,8.003264816588015,2.3274130908396966,3.438695454660588,5.84524406886504e-4,0.020482051176441956
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,30.368185979110304,9.668696899809525,2.123496777143079,4.5531959378896,5.283701887043e-6,3.4358969261699055e-4
Acropora_000595,NA,1.0844256756408202,21.69779808364203,3.2521663206610545,6.671798408893063,2.526875197637735e-11,1.8726227026332618e-8
Acropora_000628,NA,17.67172959942148,6.783705486509259,2.0213202004422106,3.356076630028813,7.905666034289188e-4,0.025544413740700146
Acropora_000676,NA,0.6187865206687908,20.022039678568976,3.283834560655045,6.097152371334769,1.0797459042832372e-9,1.0134954316041389e-7
Acropora_000756,NA,126.60214759542454,2.448647718859023,0.514827976485511,4.756244475241598,1.9722760346227884e-6,0.00013963445072428371
Acropora_000767,NA,0.6187865206687908,20.022039678568976,3.283834560655045,6.097152371334769,1.0797459042832372e-9,1.0134954316041389e-7
Acropora_000806,protein refolding,6544.755040001652,1.0104886640163167,0.19935134114951616,5.068883199829775,4.0015668076013725e-7,2.9752151203183826e-5
Acropora_000839,betaine-homocysteine S-methyltransferase activity,548.5617797648299,-2.2711018727244947,0.3983159598454421,-5.701759662368906,1.1857693503325411e-8,9.533953257092337e-7
Acropora_000987,YqaJ-like viral recombinase domain,1.2938263613983807,21.040543645621984,3.2823922070734706,6.410124786513981,1.4540057628644379e-10,3.633963318657819e-8
Acropora_001033,NA,1.012559761094385,20.313797171435525,3.2827601135165905,6.188023635292309,6.092319565116406e-10,7.616670906387474e-8
Acropora_001067,NA,0.9000531209727867,20.538091032100525,3.28297082813533,6.255946856453123,3.9511128543599633e-10,6.026609194914932e-8
Acropora_001096,focadhesin,22.11081051554393,6.997418946965415,1.96630003887755,3.558673045116679,3.7273318061853904e-4,0.01461621379726082
Acropora_001296,cell surface receptor signaling pathway,4505.337886922816,-1.1939615888028738,0.24535927658123435,-4.866176675441791,1.1377781568427983e-6,8.223717799842162e-5
Acropora_001319,Alpha beta hydrolase domain-containing protein,35.30828690271932,5.231815384438137,1.6415161501252438,3.187184837650828,0.0014366493213507922,0.039472653671656734
Acropora_001373,Fibronectin type 2 domain,0.9563064410335858,20.559387751039985,3.2828583492804477,6.262648449497155,3.784932655983252e-10,6.026609194914932e-8
Acropora_001427,NA,1.406333001519979,21.432209503053766,3.282286223258982,6.529658916148308,6.591963607368445e-11,2.6296864052163657e-8
Acropora_001438,synaptic vesicle uncoating,49.742986638896326,5.206502272256641,1.4142011971965114,3.6815852529172814,2.3178825595644752e-4,0.009792699758779118
Acropora_001490,NA,1.5188396416415773,21.22270700061521,3.28219602288829,6.46600838360029,1.0062549783659898e-10,3.0930078055983794e-8
Acropora_001598,NA,499.4461716943684,1.040719132001044,0.29212269697020743,3.5626096253218673,3.6718649543004685e-4,0.014425978525001689
Acropora_001599,NA,1501.852436988662,4.802243735132182,0.5621607020579145,8.542474985449,1.31377145992451e-17,9.084291721558012e-14
Acropora_001660,E3 ubiquitin-protein ligase,108.31785334522559,2.60142894749981,0.7765460956906607,3.349999390810274,8.081173810174948e-4,0.025869732950350176
Acropora_001685,NA,0.9563064410335858,20.559387751039985,3.2828583492804477,6.262648449497155,3.784932655983252e-10,6.026609194914932e-8
Acropora_001766,TCDD-inducible,141.10123825445126,2.7338607117879787,0.859083708476063,3.1822984009760833,0.0014611119544272683,0.039880666292946385
Acropora_001782,Belongs to the protein kinase superfamily. RIO-type Ser Thr kinase family,45.9241516681037,3.3524767277663705,0.9946228302866569,3.3706010214949162,7.500439993625956e-4,0.0247359502746863
Acropora_001803,NA,584.0352958478575,2.2343083186592816,0.4968371582046883,4.497063638985684,6.889837091037122e-6,4.4111969326072245e-4
Acropora_001836,NA,0.6940770038445897,20.68570300135294,3.283831908185086,6.299257568511036,2.990746649027805e-10,6.026609194914932e-8
Acropora_001855,NA,29.664660885008395,4.887566599369382,1.4467729118849335,3.3782541539304862,7.294762654129961e-4,0.0242893349112796
Acropora_001888,NA,100.8233050580018,3.1311500385341846,0.9907529694325363,3.1603741145762925,0.0015756667734951682,0.04195109434027746
Acropora_001893,mitochondrial translation,22.96762925499601,5.689274778475388,1.2864396921335584,4.42249629987686,9.756702075164965e-6,6.077868704120782e-4
