gene,annot,baseMean,log2FoldChange,lfcSE,pvalue,padj
Acropora_000050,NA,1282.1603986888529,1.9685434169000209,0.3924667545069712,1.1276767822856093e-7,3.179329201465117e-5
Acropora_000052,NA,68.17191852740666,8.67581636792547,3.9420685779186537,2.352503292489826e-5,0.0013875945762318739
Acropora_000100,NA,2232.660567346916,-0.8015384789464508,0.2707034952615472,5.580282701917136e-4,0.020019505554836288
Acropora_000125,NA,41.98651398721475,3.863200513392376,3.0755743521949497,1.7626553554425133e-6,1.2961142358317715e-4
Acropora_000157,NA,0.6187865206687908,0.031098498552795083,0.43406489517089125,4.6226694736643816e-7,3.5634079630447816e-5
Acropora_000223,NA,18.217288383406693,0.060073633938751786,0.43832347212010503,5.051483570140975e-4,0.01853939173636164
Acropora_000227,endopeptidase inhibitor activity,15.519740418195013,4.373569367210968,2.5251775443749125,3.267221887051478e-4,0.013258143453992063
Acropora_000261,zinc finger,1232.248501113274,0.7841195908488356,0.2895073309949658,0.0010808246392073355,0.032622969022712237
Acropora_000264,Belongs to the glycosyl hydrolase 18 family,877.555669649268,-2.390138111179421,0.36494970240296365,3.960589515797041e-13,9.125198244396383e-10
Acropora_000268,NA,0.7875464808511884,0.03138441247999982,0.4341231017050733,2.8927354713630385e-7,3.179329201465117e-5
Acropora_000299,NA,15.191106250951734,-0.3693187282935153,0.724442759400563,2.0833929860095187e-4,0.00910537948366065
Acropora_000355,NA,294.3413553026384,1.1637894911527313,0.3507657008025253,1.7357910868503437e-4,0.007824644342810593
Acropora_000447,snRNA transcription by RNA polymerase III,651.2756746657843,2.1045097551387397,0.4929246514543665,5.208036084087994e-7,3.985012407367109e-5
Acropora_000464,Ribonuclease H protein,16.86245504861204,0.027136044060644054,0.43364487907161914,5.85696392441773e-4,0.020796233550809257
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,30.368185979110304,0.10700736031042714,0.4525182512364539,5.278825525487872e-6,3.5196696494056755e-4
Acropora_000595,NA,1.0844256756408202,0.04935090779580651,0.43611024495263867,1.5871951387334498e-7,3.179329201465117e-5
Acropora_000628,NA,17.67172959942148,0.12099700195187368,0.4573695262511004,7.905460270227539e-4,0.025856092139343572
Acropora_000676,NA,0.6187865206687908,0.031098498552795083,0.43406489517089125,4.6226694736643816e-7,3.5634079630447816e-5
Acropora_000756,NA,126.60214759542454,2.193596226375633,0.5773294053344941,1.972238859944068e-6,1.4349594736772e-4
Acropora_000767,NA,0.6187865206687908,0.031098498552795083,0.43406489517089125,4.6226694736643816e-7,3.5634079630447816e-5
Acropora_000806,protein refolding,6544.755040001652,0.9496510360832818,0.20157532290818073,4.0015479636583435e-7,3.5634079630447816e-5
Acropora_000839,betaine-homocysteine S-methyltransferase activity,548.5617797648299,-2.128573589644363,0.41495751055055075,1.1857946938478525e-8,5.231625270559377e-6
Acropora_000987,YqaJ-like viral recombinase domain,1.2938263613983807,0.031843964559607016,0.43421300812469077,1.708604942398915e-7,3.179329201465117e-5
Acropora_001033,NA,1.012559761094385,0.03167050495956261,0.43417688519321196,2.1646213930876654e-7,3.179329201465117e-5
Acropora_001067,NA,0.9000531209727867,0.031643627893288354,0.4341643726825761,2.467728582465876e-7,3.179329201465117e-5
