ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category,KO,gene,annot
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_008410,heat shock-mediated polytene chromosome puffing
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_000814,Heat shock cognate 71 kDa protein
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_000817,Belongs to the heat shock protein 70 family
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_008414,heat shock-mediated polytene chromosome puffing
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_003074,heat shock
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K03283,Acropora_000806,protein refolding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K01403,Acropora_002363,Belongs to the peptidase M10A family
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K01403,Acropora_002362,Epididymal sperm-binding protein 1
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K09048,Acropora_007518,cAMP response element binding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K09048,Acropora_007634,extracellular matrix constituent secretion
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K09048,Acropora_000581,cAMP response element binding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04630,Acropora_006595,guanine nucleotide-binding protein
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K04630,Acropora_008841,G-protein beta/gamma-subunit complex binding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K08049,Acropora_008906,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K05870,Acropora_011026,chemotaxis to arachidonic acid
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_013872,Calcium-binding protein
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023047,calcium ion binding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_003949,calcium ion binding
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_007445,"Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023555,Calcium-binding protein
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_023553,Calcium-binding protein
map04915,Estrogen signaling pathway,0.047619047619047616,34/3556,1.5634957863123647e-5,0.004471597948853363,0.003966341942118736,K03283/K01403/K09048/K04630/K08049/K05870/K02183/K04079/K09487/K04448,10,Organismal Systems; Endocrine system,K02183,Acropora_016031,Calmodulin
